Strategic_Cluster_Name,Companies,Total_Revenue_USD_B,Average_Revenue_USD_B,Average_Margin_Pct,Median_Margin_Pct
Cluster 2 - High Scale / Low Margin,10,172.8151624393249,17.28151624393249,12.873907357873264,11.929697795383973
Cluster 1 - Low Scale / High Margin,13,30.108654596624252,2.3160503535864807,26.796946959206235,30.543792045603475
